Token,True Label,Predicted Label,Features
Loine,I-MISC,O,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=IN': 1.0}"
Emdldm,I-MISC,O,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=JJ': 1.0}"
Glory,I-MISC,I-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NN': 1.0, 'prev_pos_tag=NNP': 1.0}"
Yang,I-MISC,I-PER,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Ace,I-MISC,I-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NN': 1.0, 'prev_pos_tag=NNP': 1.0}"
Shun,I-MISC,I-PER,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Bao,I-ORG,I-PER,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NN': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Korean,I-MISC,B-MISC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=VBD': 1.0, 'pos_tag=JJ': 1.0, 'prev_pos_tag=JJ': 1.0}"
Heavy,I-ORG,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=VBD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
of,I-ORG,O,"{'chunk_tag=B-PP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=IN': 1.0, 'prev_pos_tag=NNP': 1.0}"
China,I-ORG,B-LOC,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=,': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=IN': 1.0}"
of,I-ORG,O,"{'chunk_tag=B-PP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=IN': 1.0, 'prev_pos_tag=NNP': 1.0}"
Customs,I-ORG,O,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=CC': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=IN': 1.0}"
Arasu,I-LOC,I-PER,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=<END>': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
and,I-ORG,O,"{'chunk_tag=O': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=CC': 1.0, 'prev_pos_tag=NNP': 1.0}"
Mines,I-ORG,B-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CC': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=JJ': 1.0}"
and,I-ORG,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=CC': 1.0, 'prev_pos_tag=NNP': 1.0}"
and,I-ORG,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=CC': 1.0, 'prev_pos_tag=NNP': 1.0}"
RV,I-MISC,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=VBZ': 1.0, 'pos_tag=NN': 1.0, 'prev_pos_tag=NNP': 1.0}"
of,I-ORG,O,"{'chunk_tag=B-PP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=IN': 1.0, 'prev_pos_tag=NNP': 1.0}"
of,I-ORG,O,"{'chunk_tag=B-PP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=IN': 1.0, 'prev_pos_tag=NNP': 1.0}"
Singapore,I-ORG,B-LOC,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=.': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=IN': 1.0}"
Agreement,I-MISC,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=IN': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
on,I-MISC,O,"{'chunk_tag=B-PP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=IN': 1.0, 'prev_pos_tag=NNP': 1.0}"
Tariffs,I-MISC,O,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=CC': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=IN': 1.0}"
and,I-MISC,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=CC': 1.0, 'prev_pos_tag=NNP': 1.0}"
Trade,I-MISC,I-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=(': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=CC': 1.0}"
and,I-ORG,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=CC': 1.0, 'prev_pos_tag=NNP': 1.0}"
Lumpur,I-LOC,I-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CC': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Olympics,I-MISC,B-MISC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CC': 1.0, 'pos_tag=NNPS': 1.0, 'prev_pos_tag=NNP': 1.0}"
CLASSIC,I-MISC,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=VBD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
SPRINGS,I-LOC,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=,': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Hilton,I-LOC,I-PER,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Resort,I-LOC,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=.': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
World,I-MISC,B-MISC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=CD': 1.0}"
G,I-MISC,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=VBZ': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
's,I-MISC,O,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=POS': 1.0, 'prev_pos_tag=NNP': 1.0}"
III,I-ORG,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=TO': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
III,I-ORG,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=TO': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
I,I-ORG,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=,': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
cup,I-MISC,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NN': 1.0, 'pos_tag=NN': 1.0, 'prev_pos_tag=NNP': 1.0}"
I,I-ORG,O,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=VBZ': 1.0, 'pos_tag=PRP': 1.0, 'prev_pos_tag=NNP': 1.0}"
States,I-ORG,I-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
III,I-ORG,I-PER,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=(': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
I,I-ORG,O,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=(': 1.0, 'pos_tag=PRP': 1.0, 'prev_pos_tag=NNP': 1.0}"
I,I-ORG,O,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=(': 1.0, 'pos_tag=PRP': 1.0, 'prev_pos_tag=NNP': 1.0}"
I,I-ORG,O,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=(': 1.0, 'pos_tag=PRP': 1.0, 'prev_pos_tag=JJ': 1.0}"
I,I-ORG,O,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=(': 1.0, 'pos_tag=PRP': 1.0, 'prev_pos_tag=NNP': 1.0}"
III,I-ORG,I-PER,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=(': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Republic,I-ORG,I-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=PRP': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
I,I-ORG,O,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=(': 1.0, 'pos_tag=PRP': 1.0, 'prev_pos_tag=NNP': 1.0}"
I,I-ORG,O,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=(': 1.0, 'pos_tag=PRP': 1.0, 'prev_pos_tag=NNP': 1.0}"
I,I-ORG,O,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=(': 1.0, 'pos_tag=PRP': 1.0, 'prev_pos_tag=NNP': 1.0}"
States,I-ORG,I-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=PRP': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
I,I-ORG,O,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=(': 1.0, 'pos_tag=PRP': 1.0, 'prev_pos_tag=NNP': 1.0}"
III,I-ORG,I-PER,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=<END>': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
African,I-MISC,B-MISC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NN': 1.0, 'pos_tag=JJ': 1.0, 'prev_pos_tag=JJ': 1.0}"
Africa,I-MISC,I-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NN': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
GRAND,I-MISC,B-MISC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NN': 1.0}"
PRIX,I-MISC,I-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
DENPASAR,I-LOC,B-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=,': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NN': 1.0}"
Grand,I-MISC,I-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Columbia,I-LOC,I-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
PREMIER,I-MISC,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=NNPS': 1.0, 'prev_pos_tag=JJ': 1.0}"
DIVISION,I-MISC,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NNS': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNPS': 1.0}"
premier,I-MISC,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NN': 1.0, 'pos_tag=JJ': 1.0, 'prev_pos_tag=JJ': 1.0}"
IRELAND,I-LOC,I-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NNPS': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Ireland,I-LOC,B-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NN': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
UNION,I-ORG,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=:': 1.0, 'pos_tag=NN': 1.0, 'prev_pos_tag=NNP': 1.0}"
Hartlepool,I-ORG,B-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Vale,I-ORG,B-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=VBG': 1.0}"
UNION,I-ORG,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=:': 1.0, 'pos_tag=NN': 1.0, 'prev_pos_tag=NNP': 1.0}"
South,I-ORG,I-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Wales,I-ORG,B-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=IN': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Wednesday,I-ORG,O,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Johnstone,I-ORG,I-PER,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Morton,I-ORG,I-PER,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
of,I-ORG,O,"{'chunk_tag=B-PP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=IN': 1.0, 'prev_pos_tag=NNP': 1.0}"
South,I-ORG,B-LOC,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=IN': 1.0}"
's,I-ORG,O,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=POS': 1.0, 'prev_pos_tag=NNP': 1.0}"
Park,I-ORG,B-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=POS': 1.0}"
league,I-MISC,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=<END>': 1.0, 'pos_tag=NN': 1.0, 'prev_pos_tag=NNP': 1.0}"
Wednesday,I-ORG,O,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Ham,I-ORG,I-PER,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Bromwich,I-ORG,I-PER,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Wednesday,I-ORG,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=.': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Morton,I-ORG,I-PER,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Johnstone,I-ORG,I-PER,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Mirren,I-ORG,I-PER,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=(': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
's,I-ORG,O,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=POS': 1.0, 'prev_pos_tag=NNP': 1.0}"
Park,I-ORG,B-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=<END>': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=POS': 1.0}"
league,I-MISC,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=<END>': 1.0, 'pos_tag=NN': 1.0, 'prev_pos_tag=NNP': 1.0}"
Wednesday,I-ORG,O,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Bromwich,I-ORG,I-PER,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=FW': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Wood,I-ORG,I-PER,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Town,I-ORG,I-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Town,I-ORG,I-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
UNION,I-ORG,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=:': 1.0, 'pos_tag=NN': 1.0, 'prev_pos_tag=NNP': 1.0}"
UNION,I-ORG,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=:': 1.0, 'pos_tag=NN': 1.0, 'prev_pos_tag=NNP': 1.0}"
Ireland,I-LOC,B-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=VBZ': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
SHIELD,I-MISC,B-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
DHABI,I-LOC,I-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNPS': 1.0, 'prev_pos_tag=NNP': 1.0}"
Tikva,I-ORG,I-PER,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Kfar,I-ORG,B-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Tikva,I-ORG,I-PER,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Tikva,I-ORG,I-PER,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Tikva,I-ORG,I-PER,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Kfar,I-ORG,B-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
DHABI,I-LOC,I-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNPS': 1.0, 'prev_pos_tag=NNP': 1.0}"
Arab,I-LOC,B-MISC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NNPS': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Emirates,I-LOC,I-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNPS': 1.0, 'prev_pos_tag=NNP': 1.0}"
YORK,I-ORG,I-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
JERSEY,I-ORG,I-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
DIVISION,I-MISC,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=<END>': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
ANTONIO,I-ORG,I-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
LAKERS,I-ORG,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNS': 1.0, 'prev_pos_tag=NNP': 1.0}"
CLIPPERS,I-ORG,B-MISC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
STATE,I-ORG,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
CLIPPERS,I-ORG,B-MISC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
JERSEY,I-LOC,B-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=<END>': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=JJ': 1.0}"
Basketball,I-ORG,I-MISC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=<END>': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Jersey,I-ORG,I-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
ANTONIO,I-ORG,I-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
STATE,I-ORG,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
LAKERS,I-ORG,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNS': 1.0, 'prev_pos_tag=NNP': 1.0}"
JERSEY,I-ORG,I-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
RANGERS,I-ORG,B-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNS': 1.0, 'prev_pos_tag=DT': 1.0}"
ISLANDERS,I-ORG,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNS': 1.0, 'prev_pos_tag=DT': 1.0}"
JOSE,I-ORG,I-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
JERSEY,I-LOC,B-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=<END>': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=JJ': 1.0}"
ISLANDERS,I-LOC,O,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=<END>': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
RANGERS,I-ORG,B-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNS': 1.0, 'prev_pos_tag=DT': 1.0}"
Louis,I-LOC,I-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
League,I-ORG,I-MISC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CC': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=NNP': 1.0}"
Madrid,I-ORG,B-LOC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=POS': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=JJ': 1.0}"
Super,I-ORG,B-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NNPS': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=DT': 1.0}"
Betis,I-ORG,B-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=JJ': 1.0}"
Sociedad,I-ORG,B-ORG,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=JJ': 1.0}"
Santander,I-ORG,B-ORG,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=CD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=VBG': 1.0}"
of,I-LOC,O,"{'chunk_tag=B-PP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=IN': 1.0, 'prev_pos_tag=NNP': 1.0}"
Ireland,I-LOC,B-LOC,"{'chunk_tag=B-NP': 1.0, 'next_pos_tag=VBD': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=IN': 1.0}"
World,I-MISC,B-MISC,"{'chunk_tag=I-NP': 1.0, 'next_pos_tag=NNP': 1.0, 'pos_tag=NNP': 1.0, 'prev_pos_tag=CD': 1.0}"
